,transaction_id,transaction_date,product_id,customer_id,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
3935,3936,1486742400,21,2616,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,Andee,Ormrod,Female,28.0,1970-06-11,Nurse,,High Net Worth,N,Yes,13.0
3936,3937,1501862400,91,3304,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Tymothy,Rodder,Male,43.0,1981-01-19,,,Mass Customer,N,No,12.0
3937,3938,1514563200,95,993,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,Reine,Semken,Female,71.0,1977-02-18,Account Coordinator,Argiculture,High Net Worth,N,No,17.0
3938,3939,1505923200,38,174,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Catie,Tosspell,Female,93.0,1989-11-26,Food Chemist,Health,Mass Customer,N,No,12.0
3939,3940,1501171200,26,2747,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Anna-diane,Crumpe,Female,5.0,1955-09-23,Software Test Engineer III,,Affluent Customer,N,No,11.0
3940,3941,1498924800,0,1930,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,Ambrose,Bleasby,Male,27.0,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,3.0
3941,3942,1512748800,74,1762,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,41922.0,Gaye,Steutly,Female,49.0,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0
3942,3943,1500566400,17,3273,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,40487.0,Darline,Alpes,Female,72.0,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0
3943,3944,1492358400,17,508,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,34996.0,Abagail,Tordiffe,Female,94.0,1971-01-18,Project Manager,Property,Mass Customer,N,Yes,11.0
3944,3945,1507219200,97,1234,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Rancell,Yven,Male,87.0,1965-04-19,Geologist I,,Mass Customer,N,No,17.0
3945,3946,1504540800,93,1233,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,33364.0,Keeley,Hawsby,Female,17.0,1978-07-07,,Retail,Affluent Customer,N,Yes,16.0
3946,3947,1495036800,1,1494,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Levon,Parlor,Male,46.0,1986-11-03,Geologist I,,Mass Customer,N,Yes,7.0
3947,3948,1500480000,10,1811,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Sylvan,Sugge,Male,59.0,1999-10-13,,Financial Services,Mass Customer,N,No,1.0
3948,3949,1509292800,48,1924,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,35470.0,Eolande,Kauscher,Female,94.0,1965-12-01,VP Product Management,,Mass Customer,N,Yes,14.0
3949,3950,1495468800,75,3349,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,Byram,Lamberts,Male,11.0,1981-01-22,Director of Sales,Argiculture,Affluent Customer,N,No,9.0
3950,3951,1488384000,70,219,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,Markus,Mughal,Male,9.0,1964-11-25,Database Administrator III,Health,Mass Customer,N,No,7.0
3951,3952,1499616000,10,1994,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,Gray,McLorinan,Female,71.0,1986-04-25,,Manufacturing,High Net Worth,N,No,11.0
3952,3953,1488384000,84,1129,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38206.0,Hercule,,Male,2.0,1977-06-29,VP Marketing,Entertainment,Mass Customer,N,Yes,9.0
3953,3954,1492704000,5,7,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38258.0,Fina,Merali,Female,6.0,1976-02-23,,Financial Services,Affluent Customer,N,Yes,11.0
3954,3955,1503936000,84,2559,,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Fulvia,Bernini,Female,7.0,1969-06-21,Assistant Media Planner,Entertainment,High Net Worth,N,No,8.0
3955,3956,1503072000,94,2569,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Sig,Sellan,Male,62.0,1985-05-03,VP Quality Control,Retail,Mass Customer,N,No,16.0
3956,3957,1503936000,10,882,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,Esmaria,Lythgoe,Female,59.0,1965-09-29,,Property,Mass Customer,N,Yes,11.0
3957,3958,1501516800,89,1200,,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Hedda,Lathom,Female,38.0,1974-04-30,Librarian,Entertainment,High Net Worth,N,No,18.0
3958,3959,1508169600,1,1469,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40649.0,Shermy,,Male,77.0,1957-06-29,Financial Advisor,Financial Services,Affluent Customer,N,Yes,14.0
3959,3960,1498665600,38,1933,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Ephraim,Fulep,Male,72.0,1980-09-10,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18.0
3960,3961,1488124800,65,1568,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,40410.0,Bellanca,Strutz,Female,78.0,1980-05-23,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0
3961,3962,1492012800,16,2917,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,Siegfried,Hulmes,Male,21.0,1976-07-11,,Manufacturing,Affluent Customer,N,No,18.0
3962,3963,1499184000,66,1613,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Ernesta,Billany,Female,18.0,1977-05-25,,Property,Mass Customer,N,No,19.0
3963,3964,1499529600,99,811,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Ive,Chapelhow,Male,6.0,1984-01-13,Nurse Practicioner,,Mass Customer,N,No,8.0
3964,3965,1502899200,17,103,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35160.0,Ethyl,Runham,Female,49.0,1997-04-21,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0
3965,3966,1500998400,91,1111,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,37873.0,Zach,Maynard,Male,96.0,1960-03-04,Director of Sales,,High Net Worth,N,Yes,18.0
3966,3967,1488124800,12,3369,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Cathrin,Rosencrantz,Female,90.0,1977-01-02,Research Associate,,Mass Customer,N,No,10.0
3967,3968,1501776000,33,1539,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698.0,Filberte,Godmer,Male,3.0,1977-11-17,Account Executive,,Mass Customer,N,Yes,16.0
3968,3969,1492876800,33,3406,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40618.0,Lucy,Lackmann,Female,35.0,1979-04-28,Business Systems Development Analyst,IT,Mass Customer,N,Yes,10.0
3969,3970,1510934400,27,994,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33888.0,Rhetta,Kupker,Female,62.0,1977-11-14,Librarian,Entertainment,Affluent Customer,N,Yes,5.0
3970,3971,1500480000,69,2090,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Stanton,Schimoni,Male,63.0,1964-12-05,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17.0
3971,3972,1491235200,8,1363,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Boniface,Kivelhan,Male,7.0,1961-10-16,Associate Professor,Financial Services,Mass Customer,N,No,18.0
3972,3973,1500825600,7,2742,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35560.0,Osgood,Risby,Male,50.0,1979-04-14,Actuary,Financial Services,High Net Worth,N,Yes,15.0
3973,3974,1488297600,85,156,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,Shayla,Rimmington,Female,23.0,1979-09-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0
3974,3975,1493049600,0,2720,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,Shirline,Yellowlee,Female,0.0,1983-09-02,Account Coordinator,Retail,High Net Worth,N,No,10.0
3975,3976,1500566400,9,3100,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,Peggy,Wrankling,Female,19.0,1954-02-09,Recruiter,,Mass Customer,N,No,7.0
3976,3977,1499184000,9,1361,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,Gradeigh,Saltmarshe,Male,56.0,1964-12-12,Professor,Manufacturing,Affluent Customer,N,No,19.0
3977,3978,1501862400,45,2002,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,Matilde,Hamsher,Female,55.0,1971-06-20,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12.0
3978,3979,1501948800,54,1616,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,39031.0,Shamus,Attenbrough,Male,75.0,1955-08-16,Media Manager II,Retail,High Net Worth,N,Yes,19.0
3979,3980,1492790400,5,2298,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38258.0,Brigham,Vyse,Male,64.0,1997-10-28,Environmental Tech,Property,Mass Customer,N,Yes,5.0
3980,3981,1486224000,39,3209,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Clarie,Markushkin,Female,10.0,1964-03-28,Civil Engineer,Manufacturing,Affluent Customer,N,No,15.0
3981,3982,1485100800,53,232,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Zaria,Koeppke,Female,94.0,1987-11-11,Professor,Retail,Mass Customer,N,No,12.0
3982,3983,1505577600,49,398,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Randee,Douberday,Female,20.0,1969-01-18,,Retail,Affluent Customer,N,No,11.0
3983,3984,1510675200,14,440,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Sheena,O'Duggan,Female,46.0,1977-12-16,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10.0
3984,3985,1487692800,96,1669,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002.0,Jabez,Glasspoole,Male,74.0,1978-03-18,VP Accounting,Financial Services,High Net Worth,N,Yes,21.0
3985,3986,1486137600,5,407,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38216.0,Chryste,Acum,Female,82.0,1979-01-12,Structural Analysis Engineer,,High Net Worth,N,Yes,15.0
3986,3987,1510329600,19,1723,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,40303.0,Atalanta,Stoeck,Female,90.0,1986-10-24,Geologist IV,,Mass Customer,N,Yes,7.0
3987,3988,1497628800,74,2902,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,35052.0,Stacia,Gritsaev,Female,57.0,1974-12-31,Human Resources Manager,Financial Services,Mass Customer,N,Yes,7.0
3988,3989,1513526400,85,660,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,Stormi,,Female,82.0,1995-07-29,Geological Engineer,Manufacturing,High Net Worth,N,No,6.0
3989,3990,1485792000,3,2745,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Moyra,Mount,Female,8.0,1977-01-06,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,18.0
3990,3991,1504972800,45,787,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,35470.0,Norma,Batrim,Female,29.0,1996-12-15,,Retail,Affluent Customer,N,Yes,2.0
3991,3992,1509811200,1,3172,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Marje,Kennewell,Female,69.0,1961-12-17,,Retail,Affluent Customer,N,No,5.0
3992,3993,1502726400,98,1909,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,34556.0,Drucill,Laurand,Female,32.0,1984-12-11,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13.0
3993,3994,1494432000,38,1328,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40672.0,Stavro,Gargett,Male,19.0,1981-09-02,Budget/Accounting Analyst IV,IT,Mass Customer,N,Yes,6.0
3994,3995,1502121600,80,667,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Nicoline,Samwayes,Female,62.0,1994-03-19,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3.0
3995,3996,1507824000,17,1622,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,Pietrek,Crowe,Male,44.0,1978-05-30,Senior Quality Engineer,,High Net Worth,N,No,16.0
3996,3997,1494345600,64,638,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,Joey,Ledram,Male,19.0,1967-04-29,,Manufacturing,High Net Worth,N,No,13.0
3997,3998,1511366400,90,3277,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Demetris,Shapcote,Male,92.0,1962-04-20,Computer Systems Analyst I,,Affluent Customer,N,No,10.0
3998,3999,1492704000,79,3086,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Pieter,Gadesby,U,18.0,NaT,Biostatistician I,IT,High Net Worth,N,No,
3999,4000,1510416000,36,2314,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38991.0,Ravid,Lapenna,Male,59.0,1993-12-22,Registered Nurse,Health,High Net Worth,N,Yes,7.0
4000,4001,1499443200,34,1916,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,41345.0,Redd,O'Crowley,Male,71.0,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0
4001,4002,1483718400,5,3224,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Darell,Mulqueeny,Female,67.0,1996-03-12,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3.0
4002,4003,1509465600,3,2893,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38859.0,Erik,Pothecary,Male,84.0,1980-09-23,Analog Circuit Design manager,,Mass Customer,N,No,11.0
4003,4004,1503072000,0,485,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Ulrika,Steagall,Female,23.0,1974-11-08,Statistician III,Manufacturing,High Net Worth,N,No,20.0
4004,4005,1487433600,56,937,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,Nikolos,McKyrrelly,Male,65.0,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15.0
4005,4006,1485619200,33,2402,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,Merrielle,Strafen,Female,99.0,1957-06-07,Cost Accountant,Financial Services,Mass Customer,N,Yes,8.0
4006,4007,1488729600,64,1717,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Obadias,Gristwood,Male,96.0,1978-11-14,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0
4007,4008,1505491200,94,590,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,33364.0,Ddene,Burleton,Female,85.0,1988-09-09,Assistant Professor,Health,Mass Customer,N,Yes,11.0
4008,4009,1514563200,78,1070,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Albert,Gomery,Male,5.0,1995-06-04,Account Representative IV,,Mass Customer,N,No,1.0
4009,4010,1513180800,69,1074,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,35455.0,Griswold,Juett,Male,43.0,1974-07-14,Accounting Assistant IV,,High Net Worth,N,Yes,18.0
4010,4011,1495728000,61,1253,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Mahalia,,Female,81.0,1996-08-19,Research Assistant I,Manufacturing,Mass Customer,N,No,5.0
4011,4012,1484064000,36,1332,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35560.0,Garek,De la Barre,Male,87.0,1978-05-01,Technical Writer,,Mass Customer,N,Yes,12.0
4012,4013,1505491200,0,6,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,36361.0,Curr,Duckhouse,Male,35.0,1966-09-16,,Retail,High Net Worth,N,Yes,13.0
4013,4014,1490630400,92,1755,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,Dagmar,Panyer,Female,38.0,1986-08-23,Tax Accountant,Property,Mass Customer,N,No,20.0
4014,4015,1511020800,46,3451,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Ruprecht,Loreit,Male,88.0,1970-05-01,Sales Associate,,High Net Worth,N,No,10.0
4015,4016,1509724800,18,270,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,34115.0,Auberta,Roundtree,Female,38.0,1970-12-10,Budget/Accounting Analyst III,,Mass Customer,N,Yes,17.0
4016,4017,1501430400,99,471,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Libby,Wardesworth,Female,82.0,1956-01-01,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14.0
4017,4018,1509292800,33,1713,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,40672.0,Jennica,Jeeks,Female,89.0,1988-11-08,Teacher,Retail,High Net Worth,N,Yes,21.0
4018,4019,1502812800,92,1162,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38002.0,Ambrose,Raiston,Male,29.0,1990-04-13,Marketing Assistant,,Mass Customer,N,Yes,7.0
4019,4020,1494000000,14,1276,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Farrel,Waiting,Male,24.0,1964-06-07,Dental Hygienist,Health,Affluent Customer,N,No,4.0
4020,4021,1509897600,15,817,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0,Niel,Abilowitz,Male,38.0,1992-04-08,Editor,Financial Services,Mass Customer,N,Yes,6.0
4021,4022,1496764800,86,827,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Phillis,Rudwell,Female,90.0,1996-05-07,,Health,Affluent Customer,N,No,5.0
4022,4023,1511366400,1,2775,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167.0,Dael,Glentz,Female,40.0,1966-12-02,Account Executive,Manufacturing,Mass Customer,N,Yes,7.0
4023,4024,1508947200,82,1227,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,35667.0,Carlina,Pencot,Female,63.0,1989-09-30,Software Engineer I,IT,Affluent Customer,N,Yes,12.0
4024,4025,1493913600,0,3264,1.0,Approved,,,,,1880.4,,,Garret,Higginbottam,Male,88.0,1978-08-19,,Financial Services,Mass Customer,N,Yes,17.0
4025,4026,1487088000,50,343,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Nicole,Johananoff,Female,76.0,1957-08-14,Recruiter,Property,Affluent Customer,N,No,13.0
4026,4027,1507564800,3,1402,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Hillier,Andraud,Male,58.0,2001-12-08,Assistant Professor,Telecommunications,Mass Customer,N,No,1.0
4027,4028,1492012800,55,2984,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,35707.0,Frances,Mishaw,Female,48.0,1959-05-23,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,Yes,13.0
4028,4029,1494950400,96,1746,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Kev,,Male,58.0,1962-01-05,Operator,IT,High Net Worth,N,No,6.0
4029,4030,1503417600,71,2426,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,37873.0,Yancy,Ovett,U,64.0,NaT,,IT,Affluent Customer,N,Yes,
4030,4031,1513958400,23,694,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34071.0,Lilith,Lanning,Female,66.0,1968-12-28,Media Manager III,Health,Mass Customer,N,No,13.0
4031,4032,1483545600,64,1584,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Susanetta,,Female,93.0,1992-04-27,Legal Assistant,Manufacturing,Mass Customer,N,No,9.0
4032,4033,1496160000,14,2836,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Matilda,Yellowley,Female,80.0,1963-11-14,Clinical Specialist,Health,Mass Customer,N,No,16.0
4033,4034,1511107200,21,1579,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,40670.0,Madelaine,Siegertsz,Female,40.0,1978-01-27,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17.0
4034,4035,1486310400,80,629,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Basil,Brellin,Male,29.0,1960-12-06,Chemical Engineer,Manufacturing,High Net Worth,N,No,6.0
4035,4036,1490371200,79,1658,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38339.0,Selina,Clow,Female,17.0,1993-12-05,Sales Representative,Retail,Mass Customer,N,Yes,5.0
4036,4037,1495296000,82,3432,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145.0,Max,Cloney,Female,99.0,1988-11-27,Junior Executive,Argiculture,Mass Customer,N,Yes,2.0
4037,4038,1492876800,97,1068,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,34556.0,Frazer,Searston,Male,5.0,1995-03-21,,Health,Mass Customer,N,Yes,3.0
4038,4039,1498320000,80,2662,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38206.0,Louisette,Cullimore,Female,53.0,1977-12-21,Accountant IV,Property,Mass Customer,N,Yes,16.0
4039,4040,1487260800,23,1887,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,33455.0,Kynthia,Purcer,Female,22.0,1965-06-22,Director of Sales,IT,Affluent Customer,N,Yes,8.0
4040,4041,1513440000,0,2125,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Laurene,Linstead,Female,9.0,1975-01-27,VP Quality Control,Financial Services,High Net Worth,N,No,18.0
4041,4042,1512230400,8,2574,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Humfrey,Boyse,Male,73.0,1979-12-21,,Manufacturing,Mass Customer,N,No,4.0
4042,4043,1484064000,33,3362,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,Piotr,Saladin,Male,60.0,1971-06-24,VP Accounting,Financial Services,Affluent Customer,N,No,13.0
4043,4044,1491840000,52,2350,,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37823.0,Lorinda,Malpass,Female,32.0,1959-03-17,Nurse Practicioner,,Mass Customer,N,Yes,14.0
4044,4045,1489766400,66,522,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,33879.0,Lynnelle,Comettoi,Female,64.0,1976-11-05,,,Affluent Customer,N,Yes,16.0
4045,4046,1486310400,33,1727,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,Everard,,Male,43.0,1978-05-10,Assistant Media Planner,Entertainment,High Net Worth,N,No,6.0
4046,4047,1510329600,2,103,,Approved,Solex,Standard,medium,medium,71.49,53.62,37659.0,Ethyl,Runham,Female,49.0,1997-04-21,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0
4047,4048,1505232000,48,3430,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37668.0,Augustus,Pickin,Male,77.0,1964-02-29,Research Nurse,Health,Affluent Customer,N,Yes,9.0
4048,4049,1501948800,20,2272,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Grete,Hindenburg,Female,82.0,1994-12-21,Internal Auditor,Manufacturing,Mass Customer,N,No,1.0
4049,4050,1490025600,83,3087,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Gerry,Scatcher,Male,64.0,1986-04-02,Social Worker,Health,Mass Customer,N,No,9.0
4050,4051,1497801600,64,1522,,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,Hubie,Thunnerclef,Male,57.0,1994-06-13,Paralegal,Financial Services,Mass Customer,N,No,7.0
4051,4052,1501516800,5,289,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Modestia,Lithgow,Female,43.0,1970-04-12,Clinical Specialist,Health,High Net Worth,N,No,10.0
4052,4053,1503417600,29,3312,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,Franky,Nanninini,U,49.0,NaT,Administrative Officer,IT,High Net Worth,N,No,
4053,4054,1511366400,71,1409,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Tiffi,Hartless,Female,69.0,1996-05-07,Help Desk Technician,,Mass Customer,N,No,4.0
4054,4055,1513958400,74,1265,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38193.0,Kipper,Monck,Male,72.0,1987-07-22,Biostatistician I,Property,Mass Customer,N,Yes,2.0
4055,4056,1487174400,26,2930,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Goddard,Benthall,Male,46.0,1997-07-25,Assistant Media Planner,Entertainment,Mass Customer,N,No,3.0
4056,4057,1486569600,49,2057,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Elianora,Sally,Female,99.0,1959-10-04,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15.0
4057,4058,1498924800,31,620,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40336.0,Willy,Langley,Female,54.0,1973-03-26,Financial Analyst,Financial Services,Mass Customer,N,Yes,5.0
4058,4059,1502985600,50,2969,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37823.0,Pascale,Cuxson,Male,12.0,1974-11-05,Database Administrator IV,,Mass Customer,N,Yes,6.0
4059,4060,1492185600,35,1718,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Eada,Coaster,Female,13.0,1994-04-19,Professor,Financial Services,High Net Worth,N,Yes,4.0
4060,4061,1513526400,94,3402,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Krystyna,Scadden,Female,73.0,1985-05-04,Statistician II,Retail,Mass Customer,N,No,10.0
4061,4062,1499788800,4,936,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,Raffaello,Godleman,Male,64.0,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,3.0
4062,4063,1488384000,34,3076,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,Merna,Eyers,Female,9.0,1991-10-01,Professor,Health,Mass Customer,N,Yes,4.0
4063,4064,1508860800,96,1761,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,34556.0,Kassi,List,Female,96.0,1974-08-29,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14.0
4064,4065,1512403200,90,728,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37626.0,Winthrop,Corser,Male,60.0,1956-10-03,VP Accounting,Financial Services,Mass Customer,N,Yes,8.0
4065,4066,1514476800,81,886,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,Dawna,McCullen,Female,53.0,1974-11-15,Accounting Assistant III,Health,Mass Customer,N,No,11.0
